stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Price Per Carat,Depth %,Table %,Country,State,City,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,Milky,Eye Clean,Treatment,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Comment,Key to symbols,fancy color,Fancy Color Intensity,Fancy Color Overtone,Certificate File,Diamond Video,Diamond Image,Heart Image,Arrow Image,Asset Image
KKV1118,Available,OVAL,1.820,D,VVS1,,EX,EX,,,9.88X6.92X4.34,IGI,519232074,31611,62.7,58.00,India,MH,Mumbai,14.50,35.00,43.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1118,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1118,,,
KKV1119,Available,OVAL,2.000,D,SI1,,EX,EX,,,10.01X7.16X4.51,IGI,519232075,29301.55,63,59.00,India,MH,Mumbai,14.00,34.00,45.00,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1119,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1119,,,
KKV1120A,Available,OVAL,0.930,D,VS1,,EX,EX,N,,7.93X5.33X3.41,IGI,519239263,12548.25,64,59.50,India,MH,Mumbai,14.50,35.90,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1120A,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1120A,,,
KKV1122,Available,OVAL,1.330,F,VS1,,EX,EX,,,8.70X6.22X3.92,IGI,519232076,14478.75,63,59.00,India,MH,Mumbai,14.00,34.80,44.00,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1122,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1122,,,
KKV1123,Available,OVAL,2.000,D,VS1,,EX,EX,N,,9.96X7.15X4.50,IGI,519239233,37051.9,62.9,60.00,India,MH,Mumbai,15.00,36.60,43.00,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1123,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1123,,,
KKV1124,Available,ROUND,2.300,D,VVS2,EX,EX,EX,N,,8.66X8.70X5.09,IGI,519239241,60775.5,58.6,60.00,India,MH,Mumbai,13.00,32.80,42.50,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1124,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1124,,,
KKV1125,Available,OVAL,2.000,D,SI1,,EX,EX,N,,9.67X7.09X4.58,IGI,519239234,29301.55,64.6,57.00,India,MH,Mumbai,16.00,36.50,43.00,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1125,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1125,,,
KKV1126,Available,OVAL,1.670,D,VS1,,EX,EX,N,,9.45X6.76X4.17,IGI,519239235,26458.8,61.7,58.50,India,MH,Mumbai,13.50,33.30,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1126,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1126,,,
KKV1128,Available,OVAL,1.990,D,VS2,,EX,EX,N,,10.03X7.17X4.51,IGI,519239236,23938.2,62.9,59.50,India,MH,Mumbai,13.50,33.40,45.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1128,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1128,,,
KKV1129,Available,OVAL,2.050,D,VS2,,EX,EX,N,,10.11X7.22X4.53,IGI,519239237,34081.25,62.7,59.50,India,MH,Mumbai,14.50,35.40,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1129,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1129,,,
KKV1130,Available,OVAL,1.810,E,VVS2,,EX,EX,N,,9.55X7.00X4.48,IGI,517224672,26322.8,64,56.50,India,MH,Mumbai,14.50,33.40,45.50,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1130,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1130,,,
KKV1131,Available,ROUND,2.000,D,VS1,EX,EX,EX,N,,8.18X8.21X4.85,IGI,519239238,47052,59.2,60.50,India,MH,Mumbai,12.00,31.50,43.00,40.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1131,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1131,,,
KKV1132,Available,RADIANT,2.050,E,VVS2,,EX,EX,N,,8.78X6.24X4.31,IGI,520285716,38034.75,69.1,63.00,India,MH,Mumbai,12.00,37.90,54.00,33.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1132,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1132,,,
KKV1133,Available,OVAL,2.080,D,VVS2,,EX,EX,,,10.26X7.31X4.50,IGI,519232077,40897.5,61.6,60.00,India,MH,Mumbai,12.50,32.00,45.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1133,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1133,,,
KKV1135,Available,OVAL,1.650,D,VS1,,EX,EX,N,,9.60X6.80X4.14,IGI,522222514,26458.8,60.9,59.00,India,MH,Mumbai,14.00,34.10,43.00,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1135,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1135,,,
KKV1136,Available,OVAL,1.890,D,VVS2,,EX,EX,,,9.80X7.01X4.39,IGI,519232078,29032.5,62.6,57.50,India,MH,Mumbai,14.50,34.90,43.00,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1136,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1136,,,
KKV1137,Available,OVAL,1.810,E,VS1,,EX,EX,,,9.45X6.95X4.48,IGI,519232079,24774.4,64.5,56.50,India,MH,Mumbai,14.00,33.30,46.50,42.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1137,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1137,,,
KKV1138,Available,ROUND,2.010,E,VVS2,ID,EX,EX,N,,8.14X8.20X4.92,IGI,520273383,55874.25,60.2,59.50,India,MH,Mumbai,13.00,33.10,43.50,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1138,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1138,,,
KKV1139,Available,OVAL,2.070,D,SI1,,EX,EX,N,,9.77X7.18X4.54,IGI,517224671,29301.55,63.2,59.50,India,MH,Mumbai,15.50,37.40,43.00,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1139,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1139,,,
KKV1140,Available,RADIANT,1.850,D,VS2,,EX,EX,N,,8.58X6.01X4.15,IGI,520285717,23938.2,69.1,63.50,India,MH,Mumbai,13.00,37.60,52.00,32.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1140,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1140,,,
KKV1141,Available,RADIANT,2.020,E,VVS2,,EX,EX,N,,8.71X6.32X4.33,IGI,520285718,38034.75,68.5,65.00,India,MH,Mumbai,13.50,43.30,52.00,33.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1141,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KKV1141,,,
