stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Price Per Carat,Depth %,Table %,Country,State,City,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Shade,Milky,Eye Clean,Treatment,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Comment,Key to symbols,fancy color,Fancy Color Intensity,Fancy Color Overtone,Certificate File,Diamond Video,Diamond Image,Heart Image,Arrow Image,Asset Image
KD0712,Available,OVAL,2.000,D,VS1,,EX,EX,N,,10.05X7.25X4.24,IGI,516274962,37051.9,58.5,59.50,India,MH,Mumbai,13.00,32.80,40.00,38.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0712,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0712,,,
KD0714,Available,OVAL,2.010,D,VS1,,EX,EX,N,,10.01X7.16X4.51,IGI,512228669,37002.5,63.00,61.50,India,MH,Mumbai,13.50,35.10,44.50,41.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0714,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0714,,,
KD0715,Available,OVAL,1.840,E,VS1,,EX,EX,N,,9.45X6.96X4.43,IGI,512223853,24774.4,63.60,61.00,India,MH,Mumbai,13.50,34.30,46.00,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0715,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0715,,,
KD0718,Available,OVAL,2.130,D,VS1,,EX,EX,N,,10.12X7.24X4.50,IGI,514253269,37002.5,62.20,60.00,India,MH,Mumbai,14.00,34.90,43.50,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0718,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0718,,,
KD0719,Available,OVAL,2.000,D,VVS1,,EX,EX,N,,9.59X7.05X4.54,IGI,514290891,45719.25,64.40,60.00,India,MH,Mumbai,14.50,35.60,45.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0719,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0719,,,
KD0720,Available,OVAL,1.810,D,VS2,,EX,EX,N,,9.41X6.89X4.38,IGI,510187048,23938.2,63.60,62.00,India,MH,Mumbai,13.00,34.20,45.50,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0720,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0720,,,
KD0721,Available,OVAL,1.800,D,VS2,,EX,EX,N,,9.20X6.77X4.37,IGI,514290890,23938.2,64.50,58.00,India,MH,Mumbai,16.00,37.60,43.00,39.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0721,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0721,,,
KD0722,Available,OVAL,1.810,D,SI1,,EX,VG,N,,9.52X6.80X4.30,IGI,512221639,21241,63.20,60.50,India,MH,Mumbai,15.00,36.90,44.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0722,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0722,,,
KD0723,Available,OVAL,2.220,D,SI1,,EX,EX,N,,10.39X7.41X4.61,IGI,510187047,29301.55,62.20,59.00,India,MH,Mumbai,13.50,33.70,44.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0723,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0723,,,
KD0724,Available,OVAL,2.100,E,VVS1,,EX,EX,N,,10.06X7.17X4.53,IGI,512223862,40855.5,63.20,59.00,India,MH,Mumbai,14.00,35.00,44.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0724,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0724,,,
KD0725,Available,OVAL,1.840,D,VS1,,EX,EX,N,,9.40X6.91X4.45,IGI,514290889,26390.8,64.40,61.50,India,MH,Mumbai,14.50,36.20,45.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0725,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0725,,,
KD0726,Available,OVAL,1.810,D,VVS2,,EX,EX,N,,9.57X6.84X4.28,IGI,514290888,29032.5,62.60,59.50,India,MH,Mumbai,15.00,36.40,43.00,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0726,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0726,,,
KD0729,Available,OVAL,2.090,D,VS1,,EX,EX,N,,10.10X7.22X4.50,IGI,510187046,37002.5,62.30,59.00,India,MH,Mumbai,13.50,33.70,44.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0729,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0729,,,
KD0730,Available,OVAL,1.830,D,VS1,,EX,VG,N,,9.70X6.93X4.37,IGI,510187045,26390.8,63.10,60.00,India,MH,Mumbai,12.50,32.80,46.00,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0730,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0730,,,
KD0732,Available,OVAL,2.000,E,VS2,,EX,EX,N,,9.59X7.03X4.54,IGI,514290887,32176.65,64.60,61.00,India,MH,Mumbai,14.00,36.10,45.50,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0732,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0732,,,
KD0733,Available,OVAL,1.700,E,VS2,,EX,EX,N,,9.04X6.63X4.30,IGI,514290886,22897.9,64.90,55.50,India,MH,Mumbai,16.00,36.30,42.50,39.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0733,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0733,,,
KD0734,Available,OVAL,2.220,D,SI1,,EX,EX,N,,10.31X7.37X4.65,IGI,510187044,29301.55,63.10,60.00,India,MH,Mumbai,13.00,33.50,45.50,41.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0734,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0734,,,
KD0735,Available,EMERALD,1.800,D,VS1,,EX,EX,N,,8.10X5.68X3.85,IGI,514290825,26385.36,67.80,62.50,India,MH,Mumbai,16.50,32.80,47.00,37.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0735,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0735,,,
KD0737,Available,ROUND,1.530,D,VS1,ID,EX,EX,N,,7.39X7.42X4.54,IGI,512228670,37445.55,61.30,57.00,India,MH,Mumbai,15.00,34.50,43.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0737,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0737,,,
KD0738,Available,OVAL,1.500,E,VS2,,EX,EX,N,,9.15X6.37X3.99,IGI,512223863,22373.25,62.6,58.50,India,MH,Mumbai,14.50,35.00,43.50,40.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0738,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0738,,,
KD0741,Available,OVAL,1.800,D,VS1,,EX,EX,N,,9.51X6.80X4.28,IGI,512221641,26390.8,62.90,60.00,India,MH,Mumbai,14.50,36.50,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0741,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0741,,,
KD0742,Available,OVAL,1.720,D,VVS2,,EX,VG,N,,9.62X6.84X4.11,IGI,516274963,29251.5,60.1,59.50,India,MH,Mumbai,12.00,30.80,43.00,39.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0742,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0742,,,
KD0744,Available,ROUND,1.850,D,VVS2,ID,EX,EX,N,,7.94X8.00X4.80,IGI,516274964,41656.41,60.2,55.50,India,MH,Mumbai,14.50,33.10,42.50,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0744,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0744,,,
KD0746,Available,OVAL,2.010,D,SI1,,EX,EX,N,,10.11X7.12X4.49,IGI,512222876,29301.55,63.10,58.50,India,MH,Mumbai,14.50,34.60,45.50,41.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0746,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0746,,,
KD0750,Available,OVAL,1.670,D,VS1,,EX,EX,N,,9.29X6.65X4.19,IGI,516274965,26458.8,63,59.00,India,MH,Mumbai,14.50,35.80,43.50,39.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0750,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0750,,,
KD0751,Available,OVAL,1.990,D,VS2,,EX,VG,N,,9.84X7.05X4.45,IGI,514290823,23938.2,63.10,59.00,India,MH,Mumbai,15.00,36.70,42.50,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0751,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0751,,,
KD0752,Available,OVAL,2.060,D,VS1,,EX,EX,N,,10.01X7.15X4.49,IGI,512222804,37002.5,62.80,60.00,India,MH,Mumbai,15.00,36.00,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0752,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0752,,,
KD0753,Available,OVAL,1.400,D,VS2,,EX,EX,N,,8.60X6.29X4.03,IGI,514290822,14441.25,64.10,62.00,India,MH,Mumbai,14.00,36.70,45.00,41.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0753,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0753,,,
KD0755,Available,OVAL,1.800,E,VS2,,EX,EX,N,,9.28X6.84X4.42,IGI,514290821,22838.9,64.60,61.00,India,MH,Mumbai,14.00,35.90,46.00,41.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0755,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0755,,,
KD0757,Available,OVAL,1.810,D,VS2,,EX,EX,N,,9.35X6.84X4.41,IGI,514290820,23938.2,64.50,61.50,India,MH,Mumbai,14.00,36.10,46.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0757,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0757,,,
KD0761,Available,PRINCESS,1.230,D,VVS2,,EX,EX,N,,5.85X5.74X4.14,IGI,512222833,18240.7,72.10,69.50,India,MH,Mumbai,13.00,46.30,55.50,37.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0761,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0761,,,
KD0762,Available,OVAL,1.800,D,VS1,,EX,EX,N,,9.26X6.81X4.36,IGI,516238486,26390.8,64.00,60.00,India,MH,Mumbai,15.50,38.00,43.00,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0762,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0762,,,
KD0767,Available,PRINCESS,1.760,D,VS1,,EX,EX,N,,6.55X6.49X4.62,IGI,514290819,26322.8,71.20,69.50,India,MH,Mumbai,12.50,43.70,54.50,37.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0767,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0767,,,
KD0770,Available,OVAL,1.830,D,SI1,,EX,EX,N,,9.77X6.98X4.39,IGI,512222817,21241,62.90,59.50,India,MH,Mumbai,13.00,32.40,46.50,42.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0770,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0770,,,
KD0771,Available,ROUND,1.710,D,VS1,ID,EX,EX,N,,7.74X7.76X4.65,IGI,510191206,37445.55,60.00,57.50,India,MH,Mumbai,14.00,33.10,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0771,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0771,,,
KD0772,Available,ROUND,1.300,D,VVS2,ID,EX,EX,N,,6.93X6.98X4.33,IGI,514253259,29799.6,62.30,55.50,India,MH,Mumbai,16.00,35.80,42.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0772,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0772,,,
KD0774,Available,OVAL,1.500,D,VS1,,EX,EX,N,,8.93X6.44X4.13,IGI,514290817,26458.8,64.10,60.00,India,MH,Mumbai,16.00,38.00,44.50,39.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0774,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0774,,,
KD0775,Available,EMERALD,1.810,D,VVS2,,EX,EX,N,,8.11X5.71X3.93,IGI,514290816,29109,68.80,62.50,India,MH,Mumbai,14.50,24.40,50.50,42.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0775,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0775,,,
KD0776,Available,ROUND,1.420,D,VS2,ID,EX,EX,N,,7.17X7.21X4.47,IGI,514253258,23661.55,62.10,56.50,India,MH,Mumbai,15.50,35.40,43.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0776,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0776,,,
KD0777,Available,ROUND,1.610,D,VVS2,ID,EX,EX,N,,7.49X7.52X4.64,IGI,512221646,41758.65,61.90,56.00,India,MH,Mumbai,16.00,35.70,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0777,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0777,,,
KD0778,Available,OVAL,1.560,I,VS1,,EX,EX,N,,9.17X6.54X4.12,IGI,516238487,15250.95,63.00,59.50,India,MH,Mumbai,14.50,35.30,45.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0778,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0778,,,
KD0780,Available,EMERALD,1.300,E,VS1,,EX,EX,N,,7.53X5.10X3.39,IGI,514290914,15524,66.50,64.50,India,MH,Mumbai,12.50,18.40,49.00,35.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0780,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0780,,,
KD0783,Available,ROUND,1.810,D,VS2,ID,EX,EX,N,,7.75X7.78X4.84,IGI,512221647,32456.32,62.40,56.50,India,MH,Mumbai,15.50,35.40,43.00,40.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0783,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0783,,,
KD0784,Available,OVAL,1.560,D,VS1,,EX,VG,N,,8.83X6.53X4.17,IGI,516238488,26458.8,63.90,61.00,India,MH,Mumbai,15.50,37.90,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0784,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0784,,,
KD0786,Available,ROUND,1.810,D,VS1,ID,EX,EX,N,,7.78X7.82X4.82,IGI,512223865,37344.32,61.80,58.50,India,MH,Mumbai,14.00,34.00,43.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0786,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0786,,,
KD0787,Available,ROUND,1.580,D,VS1,ID,EX,EX,N,,7.44X7.48X4.59,IGI,510191205,37445.55,61.60,57.00,India,MH,Mumbai,15.50,35.50,42.50,40.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0787,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0787,,,
KD0788,Available,EMERALD,1.800,D,VS1,,EX,EX,N,,8.42X5.66X3.86,IGI,512222816,26385.36,68.20,65.00,India,MH,Mumbai,14.00,26.00,50.00,42.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0788,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0788,,,
KD0789,Available,EMERALD,1.880,D,VS2,,EX,EX,N,,8.26X5.81X3.94,IGI,512221618,24000.2,67.80,63.50,India,MH,Mumbai,12.50,18.30,52.00,38.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0789,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0789,,,
KD0793,Available,ROUND,1.480,D,VS1,ID,EX,EX,N,,7.36X7.39X4.41,IGI,516238489,26790.35,59.80,58.50,India,MH,Mumbai,14.00,33.90,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0793,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0793,,,
KD0795,Available,EMERALD,1.920,E,SI1,,EX,EX,N,,8.28X5.78X3.95,IGI,516238541,20322.75,68.30,63.00,India,MH,Mumbai,15.00,28.60,49.00,38.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0795,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0795,,,
KD0796,Available,EMERALD,1.830,D,VS1,,EX,EX,N,,8.14X5.70X3.82,IGI,514253257,26385.36,67.00,63.50,India,MH,Mumbai,14.50,25.80,47.50,37.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0796,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0796,,,
KD0797,Available,OVAL,1.520,D,VS1,,EX,EX,N,,9.08X6.49X4.08,IGI,512228674,26458.8,62.90,59.50,India,MH,Mumbai,14.50,35.20,45.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0797,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0797,,,
KD0798,Available,OVAL,1.810,D,VVS2,,EX,EX,N,,9.50X6.99X4.30,IGI,514290910,29032.5,61.50,61.00,India,MH,Mumbai,12.00,31.80,45.00,40.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0798,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0798,,,
KD0799,Available,OVAL,2.000,E,SI1,,EX,EX,N,,9.55X7.02X4.52,IGI,514290909,27361.05,64.40,62.00,India,MH,Mumbai,14.00,36.90,45.00,41.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0799,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0799,,,
KD0800,Available,ROUND,2.020,E,VS2,ID,EX,EX,N,,8.09X8.11X4.99,IGI,512222832,41170.5,61.60,55.00,India,MH,Mumbai,15.50,34.70,42.00,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0800,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0800,,,
KD0801,Available,OVAL,1.530,D,VS2,,EX,EX,N,,8.96X6.59X4.15,IGI,516274966,24124.2,63,62.50,India,MH,Mumbai,11.50,32.00,46.50,42.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0801,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0801,,,
KD0805,Available,ROUND,1.810,D,VS2,ID,EX,EX,N,,7.72X7.77X4.84,IGI,514290907,32456.32,62.50,56.50,India,MH,Mumbai,15.50,35.50,43.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0805,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0805,,,
KD0806,Available,OVAL,1.820,D,VS2,,EX,EX,N,,9.36X6.88X4.44,IGI,516238496,23938.2,64.50,61.00,India,MH,Mumbai,13.50,34.50,46.00,41.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0806,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0806,,,
KD0809,Available,OVAL,1.240,H,VS1,,EX,EX,N,,8.44X6.04X3.80,IGI,514290766,11553,62.90,60.00,India,MH,Mumbai,14.50,36.30,44.00,40.50,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0809,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0809,,,
KD0811,Available,OVAL,1.530,D,VS1,,EX,EX,N,,8.79X6.46X4.16,IGI,516238543,26458.8,64.40,58.00,India,MH,Mumbai,15.50,37.10,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0811,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0811,,,
KD0812,Available,ROUND,1.670,D,VS1,ID,EX,EX,N,,7.56X7.60X4.71,IGI,512221619,37445.55,62.10,59.00,India,MH,Mumbai,14.50,35.40,43.50,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0812,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0812,,,
KD0814,Available,EMERALD,1.810,D,VVS1,,EX,EX,N,,8.28X5.72X3.66,IGI,514290767,31742.2,64.00,65.50,India,MH,Mumbai,13.00,21.60,46.50,39.40,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0814,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0814,,,
KD0816,Available,EMERALD,1.910,D,VS2,,EX,EX,N,,8.25X5.82X3.98,IGI,512228677,24000.2,68.40,64.00,India,MH,Mumbai,13.50,22.90,51.00,43.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0816,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0816,,,
KD0817,Available,OVAL,1.330,D,VS1,,EX,EX,N,,8.81X6.25X3.93,IGI,514290768,16503.6,62.90,59.00,India,MH,Mumbai,12.50,31.70,46.00,41.90,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0817,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0817,,,
KD0818,Available,OVAL,1.840,D,VS2,,EX,EX,N,,9.53X7.01X4.29,IGI,516238497,23938.2,61.20,60.50,India,MH,Mumbai,14.00,35.70,43.00,39.70,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0818,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0818,,,
KD0819,Available,OVAL,1.810,D,VS1,,EX,EX,N,,9.61X6.86X4.3,IGI,516238545,26390.8,62.70,59.00,India,MH,Mumbai,14.00,34.90,44.00,40.30,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0819,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0819,,,
KD0820,Available,EMERALD,1.810,D,VS2,,EX,EX,N,,8.11X5.69X3.92,IGI,512221621,24000.2,68.90,65.50,India,MH,Mumbai,13.00,21.50,52.00,40.60,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0820,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0820,,,
KD0824,Available,OVAL,1.300,F,VS1,,EX,EX,N,,8.63X6.17X3.83,IGI,512228678,14478.75,62.10,60.00,India,MH,Mumbai,14.50,35.90,43.50,39.80,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0824,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0824,,,
KD0826,Available,ROUND,1.700,D,VS1,ID,EX,EX,N,,7.61X7.64X4.73,IGI,512228679,37445.55,62.10,55.50,India,MH,Mumbai,16.00,35.70,42.50,40.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0826,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0826,,,
KD0827,Available,OVAL,1.540,D,VS1,,EX,EX,N,,8.87X6.48X4.18,IGI,516274967,26458.8,64.5,62.00,India,MH,Mumbai,13.50,34.80,46.00,42.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0827,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0827,,,
KD0830,Available,OVAL,1.530,E,VS2,,EX,EX,N,,8.97X6.59X4.11,IGI,516238547,22956.9,62.40,62.00,India,MH,Mumbai,13.50,34.50,45.00,41.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0830,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0830,,,
KD0831,Available,OVAL,1.810,D,VS1,,EX,EX,N,,9.53X6.81X4.29,IGI,514290771,26390.8,63.00,59.50,India,MH,Mumbai,14.50,35.90,43.50,40.00,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0831,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0831,,,
KD0833,Available,EMERALD,1.880,D,VS1,,EX,EX,N,,8.23X5.80X3.96,IGI,512221623,26385.36,68.30,63.00,India,MH,Mumbai,14.50,25.80,50.00,43.10,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0833,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0833,,,
KD0836,Available,EMERALD,1.960,D,VS2,,EX,EX,N,,8.32X5.94X4.11,IGI,512228680,24000.2,69.20,66.50,India,MH,Mumbai,12.00,22.40,52.50,45.20,,,,,,,,,NN,,,,,,,,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0836,http://13.232.198.214/StoneDetailsFinal.aspx?pcsid=KD0836,,,
